"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.origin_id","Input.sentence","Input.paraphrase0","Input.paraphrase1","Input.paraphrase2","Input.task","Answer.Comments","Answer.gm0","Answer.gm1","Answer.gm2","Answer.gm3","Answer.pg0","Answer.range1","Answer.range2","Answer.range3","Approve","Reject"
"373L46LKP7U9DD52KBWUIWLFQ1RJK3","3NJNX96T4LP22T9Z4Q81DF3YROIOGL","Judge the similarity of sentences","Give us a judgment of how close the meaning of one sentence is to another","meaning","$0.06","Tue Apr 12 10:47:42 PDT 2022","1","BatchId:4714910;OriginalHitTemplateId:920937340;","3600","259200","Tue Apr 19 10:47:42 PDT 2022","","","336KAV9KYRG6D6U478WVH6A01DQ2YN","A3O1I9MATO3ZZN","Approved","Tue Apr 12 10:48:08 PDT 2022","Tue Apr 12 10:50:37 PDT 2022","Fri Apr 15 10:50:37 PDT 2022","Fri Apr 15 10:51:01 PDT 2022","","","149","100% (1785/1785)","100% (1779/1779)","100% (3/3)","RTE3_test.column_s2_541","Aldrich Hazen Ames 's wife was called Maria .","Ames'wife was called Maria by Aldrich Hazen Ames.","Ames'wife Maria was called Aldrich Hazen Ames.","Maria was named Maria by Aldrich Hazen Ames.","QA","{}","0","2","2","2","0","76","7","46"
"3LXX8KJXPWX3XSD8WRXA0JOLE1PO9X","3NJNX96T4LP22T9Z4Q81DF3YROIOGL","Judge the similarity of sentences","Give us a judgment of how close the meaning of one sentence is to another","meaning","$0.06","Tue Apr 12 10:47:42 PDT 2022","1","BatchId:4714910;OriginalHitTemplateId:920937340;","3600","259200","Tue Apr 19 10:47:42 PDT 2022","","","3SB5N7Y3O4SZV56QYF6BRIAHZJK0G7","A13YLEJ4UI0U9X","Approved","Tue Apr 12 11:03:53 PDT 2022","Tue Apr 12 11:09:01 PDT 2022","Fri Apr 15 11:09:01 PDT 2022","Fri Apr 15 11:10:01 PDT 2022","","","308","100% (5/5)","100% (5/5)","100% (5/5)","RTE3_test.column_s1_271","Since the 1970 s , crime has been increasing at churches around the country as religious art became more popular among collectors .","Crime in churches around the country has increased since the 1970s, as religious art became more popular among collectors.","Since the 1970s, crime in churches around the country has increased, as religious art became more popular among collectors.","Since the 1970s, crimes have increased in churches around the country as religious art has become more popular among collectors.","IR","{}","0","2","1","2","0","75","41","74"
"307FVKVSYR3VFGFXYAKH8PRA2K174U","3NJNX96T4LP22T9Z4Q81DF3YROIOGL","Judge the similarity of sentences","Give us a judgment of how close the meaning of one sentence is to another","meaning","$0.06","Tue Apr 12 10:47:42 PDT 2022","1","BatchId:4714910;OriginalHitTemplateId:920937340;","3600","259200","Tue Apr 19 10:47:42 PDT 2022","","","3DUZQ9U6SNCIEBGXWCOH1PJAHQMVS9","A1HEEAXTCXRF0O","Approved","Tue Apr 12 10:53:56 PDT 2022","Tue Apr 12 10:58:54 PDT 2022","Fri Apr 15 10:58:54 PDT 2022","Fri Apr 15 10:59:01 PDT 2022","","","298","100% (1/1)","100% (1/1)","100% (1/1)","RTE1_test.column_s1_293","An estimated 10,000 of Scotland 's 15,000-strong police force is set to be deployed during the three-day event .","An estimated 10,000 of Scotland's 15,000-strong police force is going to be deployed during the three-day event.","During the three-day event, an estimated 10,000 of Scotland's 15,000 police force will be deployed.","An estimated 10,000 of Scotland's 15,000-strong police force is going to be deployed during the three-day event.","IR","{}","0","2","2","2","0","91","95","94"
"37VUR2VJ6ADKZYDA299QQDCLRBIC1F","3NJNX96T4LP22T9Z4Q81DF3YROIOGL","Judge the similarity of sentences","Give us a judgment of how close the meaning of one sentence is to another","meaning","$0.06","Tue Apr 12 10:47:42 PDT 2022","1","BatchId:4714910;OriginalHitTemplateId:920937340;","3600","259200","Tue Apr 19 10:47:42 PDT 2022","","","3Y9N9SS8LZZS0DVWFCNMNV5RP403D9","AFJT8K9L3XF3G","Approved","Tue Apr 12 11:49:09 PDT 2022","Tue Apr 12 11:54:48 PDT 2022","Fri Apr 15 11:54:48 PDT 2022","Fri Apr 15 11:55:01 PDT 2022","","","339","100% (3/3)","100% (3/3)","100% (3/3)","RTE1_test.column_s2_1869","John Edwards 's speech failed to mention President Bush or Vice President Dick Cheney .","John Edwards'speech failed to mention President Bush or Vice President Dick Cheney.","John Edwards'speech failed to mention President Bush or Vice President Dick Cheney.","John Edwards'speech failed to mention President Bush or Vice President Dick Cheney.","CD","good","0","1","2","1","0|1","37","83","59"
"36D1BWBEHNP4X57XY23IYSR2DV0M2O","3NJNX96T4LP22T9Z4Q81DF3YROIOGL","Judge the similarity of sentences","Give us a judgment of how close the meaning of one sentence is to another","meaning","$0.06","Tue Apr 12 10:47:42 PDT 2022","1","BatchId:4714910;OriginalHitTemplateId:920937340;","3600","259200","Tue Apr 19 10:47:42 PDT 2022","","","3FTYUGLFSV9VESI0TVBF2S3B3ZB5DJ","AIWGYZUABL3K1","Approved","Tue Apr 12 10:55:49 PDT 2022","Tue Apr 12 10:59:43 PDT 2022","Fri Apr 15 10:59:43 PDT 2022","Fri Apr 15 11:00:01 PDT 2022","","","234","100% (4/4)","100% (4/4)","100% (4/4)","RTE3_test.column_s1_392","Latin America 's billionaires now have a combined fortune of more than $ 115 billion .","The billionaires of Latin America now have a combined fortune of $ 115 billion.","Latin America's billionaires now have a combined fortune of over $ 115 billion.","Latin America's billionaires now have a combined fortune of over $ 115 billion.","IR","{}","0","2","2","2","0|1","93","94","85"
"3G5RUKN2ECRLF7DWVCXXLUOGORK9N3","3NJNX96T4LP22T9Z4Q81DF3YROIOGL","Judge the similarity of sentences","Give us a judgment of how close the meaning of one sentence is to another","meaning","$0.06","Tue Apr 12 10:47:42 PDT 2022","1","BatchId:4714910;OriginalHitTemplateId:920937340;","3600","259200","Tue Apr 19 10:47:42 PDT 2022","","","3HVVDCPGTFG0X5OHQNGRITJQ1Q9YTH","A2DQPG8W3CMVYZ","Approved","Tue Apr 12 11:16:55 PDT 2022","Tue Apr 12 11:21:59 PDT 2022","Fri Apr 15 11:21:59 PDT 2022","Fri Apr 15 11:22:01 PDT 2022","","","304","100% (6/6)","100% (6/6)","100% (6/6)","RTE3_test.column_s2_156","Susan Linn is the head of the Judge Baker Children 's Center .","Susan Linn is the head of the Judge Baker Children's Center.","Susan Linn is head of Judge Baker Children's Center.","Susan Linn is the head of the Judge Baker Children's Center.","IE","good","0|1","1","2","1","0","96","50","76"
"3CMV9YRYP3PKXJNK5B8VXWYUF1WJL6","3NJNX96T4LP22T9Z4Q81DF3YROIOGL","Judge the similarity of sentences","Give us a judgment of how close the meaning of one sentence is to another","meaning","$0.06","Tue Apr 12 10:47:42 PDT 2022","1","BatchId:4714910;OriginalHitTemplateId:920937340;","3600","259200","Tue Apr 19 10:47:42 PDT 2022","","","32ZKVD547GBZLGXC1GWGS5HRMID3BP","A2XATI58NLBQ4J","Approved","Tue Apr 12 11:08:55 PDT 2022","Tue Apr 12 11:25:02 PDT 2022","Fri Apr 15 11:25:02 PDT 2022","Fri Apr 15 11:26:01 PDT 2022","","","967","100% (2/2)","100% (2/2)","100% (2/2)","RTE3_test.column_s1_412","The Cassini Spacecraft has taken images from July 22 , 2006 that show rivers and lakes present on Saturn 's moon Titan .","The Cassini Spacecraft took images from 22 July 2006 that show rivers and lakes on Saturn's moon Titan.","The Cassini Spacecraft has taken images from 22 July 2006 showing rivers and lakes present on Saturn's moon Titan.","The Cassini spacecraft has taken images from July 22, 2006 showing rivers and lakes on Saturn's Titan - Moon.","QA","{}","0","2","2","2","0","82","89","89"
"3CIS7GGG657F5TOM0OP5R3HLNKTEUA","3NJNX96T4LP22T9Z4Q81DF3YROIOGL","Judge the similarity of sentences","Give us a judgment of how close the meaning of one sentence is to another","meaning","$0.06","Tue Apr 12 10:47:42 PDT 2022","1","BatchId:4714910;OriginalHitTemplateId:920937340;","3600","259200","Tue Apr 19 10:47:42 PDT 2022","","","3GFK2QRXXA5UNYIRAQG5UGSWAFGW5I","A2H1RXUC8XNNIW","Approved","Tue Apr 12 10:48:09 PDT 2022","Tue Apr 12 10:51:24 PDT 2022","Fri Apr 15 10:51:24 PDT 2022","Fri Apr 15 10:52:01 PDT 2022","","","195","100% (1014/1014)","100% (6/6)","100% (6/6)","RTE3_test.column_s2_378","Black plague swept Europe .","Across Europe, the black plague swept Europe.","The Black Stagnation of Europe swept Europe.","Black plague sweeps through Europe.","IR","{}","0","2","2","2","0","100","15","99"
"3VW0145YLY0431555N9AX9DJF6MJM8","3NJNX96T4LP22T9Z4Q81DF3YROIOGL","Judge the similarity of sentences","Give us a judgment of how close the meaning of one sentence is to another","meaning","$0.06","Tue Apr 12 10:47:42 PDT 2022","1","BatchId:4714910;OriginalHitTemplateId:920937340;","3600","259200","Tue Apr 19 10:47:42 PDT 2022","","","374TNBHA8CJN5PWP9JMWDO83HJ3QYO","AVNP1F3CADQRW","Approved","Tue Apr 12 10:48:04 PDT 2022","Tue Apr 12 10:49:51 PDT 2022","Fri Apr 15 10:49:51 PDT 2022","Fri Apr 15 10:50:01 PDT 2022","","","107","100% (1/1)","100% (1/1)","100% (1/1)","RTE1_test.column_s2_1424","Mr Arafat 's opponents appealed to him to stop the mounting lawlessness in the Palestinian territories .","Mr Arafat's opponents appealed to him to stop the growing lawlessness in the Palestinian territories.","The opponents of Mr Arafat's appealed to him to stop the rising illegality in the Palestinian territories.","Mr Arafat's opponents appealed to him to stop the rising lawlessness in the Palestinian territories.","PP","{}","0","2","1","2","0","100","66","100"
"3TFJJUELSHDROJV6LD94VWMQJHWC2W","3NJNX96T4LP22T9Z4Q81DF3YROIOGL","Judge the similarity of sentences","Give us a judgment of how close the meaning of one sentence is to another","meaning","$0.06","Tue Apr 12 10:47:42 PDT 2022","1","BatchId:4714910;OriginalHitTemplateId:920937340;","3600","259200","Tue Apr 19 10:47:42 PDT 2022","","","354P56DE9LRG3LF1EEL1VB37V8G7SU","AJ82AHAXAW6Q4","Approved","Tue Apr 12 10:49:58 PDT 2022","Tue Apr 12 10:51:06 PDT 2022","Fri Apr 15 10:51:06 PDT 2022","Fri Apr 15 10:52:01 PDT 2022","","","68","100% (3/3)","100% (3/3)","100% (3/3)","RTE1_test.column_s2_1012","The spacecraft 's photographs show a crater `` the size of Italy '' .","The spacecraft's photographs show a crater  the size of Italy ''.","The spacecraft's photographs show a crater  the size of Italy ''.","The Spacecraft's photographs show a crater  the size of Italy ''.","RC","{}","0","2","2","2","0","17","36","87"
